CSV Source,Policy Name,Mapped Section,Confidence,Accuracy,AI Rationale
mapped_policies_output_hf_lexical.csv,AWS DynamoDB table Auto Scaling not enabled,Page 2,0.93,High,Content mapped to PDF section on page 2 with confidence 0.93.
mapped_policies_output_hf_lexical.csv,AWS DynamoDB table deletion protection is disabled,Page 2,0.97,High,Content mapped to PDF section on page 2 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,AWS DynamoDB table point-in-time recovery (PITR) disabled,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,AWS EBS Snapshot Copy not encrypted using Customer Managed Key,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,AWS EBS Snapshot with access for unmonitored cloud accounts,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,AWS EBS Volume is not encrypted by Key Management Service (KMS) using a Customer Managed Key (CMK),Page 4,0.84,High,Content mapped to PDF section on page 4 with confidence 0.84.
mapped_policies_output_hf_lexical.csv,AWS EBS Volume not encrypted using Customer Managed Key,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,AWS EBS snapshots are accessible to public,Page 2,0.92,High,Content mapped to PDF section on page 2 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,AWS EBS volume region with encryption is disabled,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,AWS EBS volumes are not encrypted,Page 3,0.82,High,Content mapped to PDF section on page 3 with confidence 0.82.
mapped_policies_output_hf_lexical.csv,AWS EC2 Auto Scaling Launch Configuration is not using encrypted EBS volumes,Page 4,0.91,High,Content mapped to PDF section on page 4 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,AWS EC2 Client VPN endpoints client connection logging disabled,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,AWS EC2 IAM role with Elastic IP Hijacking permissions,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,AWS EC2 Instance IAM Role not enabled,Page 2,0.85,High,Content mapped to PDF section on page 2 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,AWS EC2 Instance Scheduled Events,Page 3,0.83,High,Content mapped to PDF section on page 3 with confidence 0.83.
mapped_policies_output_hf_lexical.csv,AWS EC2 Instance with AWS Organization management permissions,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,AWS EC2 Instance with IAM policy management permissions,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,AWS EC2 Instance with IAM write permissions,Page 2,0.93,High,Content mapped to PDF section on page 2 with confidence 0.93.
mapped_policies_output_hf_lexical.csv,AWS EC2 instance detailed monitoring disabled,Page 2,0.97,High,Content mapped to PDF section on page 2 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,AWS EC2 instance is assigned with public IP,Page 2,0.92,High,Content mapped to PDF section on page 2 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,AWS EC2 instance not configured with Instance Metadata Service v2 (IMDSv2),Page 4,0.95,High,Content mapped to PDF section on page 4 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,AWS EC2 instance with data destruction permissions,Page 2,0.97,High,Content mapped to PDF section on page 2 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,AWS EC2 instance with database management write access permissions,Page 4,0.96,High,Content mapped to PDF section on page 4 with confidence 0.96.
mapped_policies_output_hf_lexical.csv,AWS EC2 instance with network path from the internet (0.0.0.0/0),Page 1,0.97,High,Content mapped to PDF section on page 1 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,AWS EC2 instance with network path from the internet (0.0.0.0/0) on Admin ports,Page 4,0.91,High,Content mapped to PDF section on page 4 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,AWS EC2 instance with network path from the internet (0.0.0.0/0) on ports 80/443,Page 4,0.95,High,Content mapped to PDF section on page 4 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,AWS EC2 instance with network path from the untrust internet source on ports with high risk,Page 4,0.83,High,Content mapped to PDF section on page 4 with confidence 0.83.
mapped_policies_output_hf_lexical.csv,AWS EC2 instance with network path to the internet (0.0.0.0/0),Page 1,0.97,High,Content mapped to PDF section on page 1 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,AWS EC2 instance with privilege escalation risk permissions,Page 4,0.97,High,Content mapped to PDF section on page 4 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,AWS EC2 instance with the creation of a new Group with attached policy permission,Page 4,0.88,High,Content mapped to PDF section on page 4 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,AWS EC2 instance with the creation of a new Role with attached policy permission,Page 4,0.88,High,Content mapped to PDF section on page 4 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,AWS EC2 instance with the creation of a new User with attached policy permission,Page 4,0.88,High,Content mapped to PDF section on page 4 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,AWS EC2 instances with public IP and associated with security groups have Internet access,Page 4,0.83,High,Content mapped to PDF section on page 4 with confidence 0.83.
mapped_policies_output_hf_lexical.csv,AWS EC2 machine with defense evasion impact of aws security services permissions,Page 4,0.87,High,Content mapped to PDF section on page 4 with confidence 0.87.
mapped_policies_output_hf_lexical.csv,AWS EC2 machine with write access permission to resource-based policies,Page 4,0.94,High,Content mapped to PDF section on page 4 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,AWS EC2 with IAM role attached has credentials exposure permissions,Page 4,0.95,High,Content mapped to PDF section on page 4 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,AWS EC2 with IAM role with alter critical configuration for s3 permissions,Page 4,0.91,High,Content mapped to PDF section on page 4 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,AWS EC2 with IAM role with destruction permissions for Amazon RDS databases,Page 4,0.91,High,Content mapped to PDF section on page 4 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,AWS EC2 with IAM wildcard resource access,Page 2,0.91,High,Content mapped to PDF section on page 2 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,AWS EC2 with access to read and decrypt Secret Manager Secrets,Page 4,0.97,High,Content mapped to PDF section on page 4 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,AWS EC2 with cloud log tampering permissions,Page 3,0.95,High,Content mapped to PDF section on page 3 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,AWS EC2 with write permission on critical configuration for s3,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,AWS EC2 with write permissions on security group,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,AWS ECR Repository is Publicly Accessible Through Resource-Based Policies,Page 4,0.91,High,Content mapped to PDF section on page 4 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,AWS ECR Repository not configured with a lifecycle policy,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,AWS ECR private repository tag mutable,Page 2,0.88,High,Content mapped to PDF section on page 2 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,AWS ECR private repository with cross-account access,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,AWS ECS Cluster does not enable logging of ECS Exec,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,AWS ECS Cluster instance volume encryption for data at rest is disabled,Page 4,0.95,High,Content mapped to PDF section on page 4 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,AWS ECS Fargate task definition root user found,Page 2,0.97,High,Content mapped to PDF section on page 2 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,AWS ECS IAM policy overly permissive to all traffic,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,AWS ECS Task Definition with AWS Organization management permissions,Page 4,0.93,High,Content mapped to PDF section on page 4 with confidence 0.93.
mapped_policies_output_hf_lexical.csv,AWS ECS Task Definition with IAM policy management permissions,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,AWS ECS Task Definition with IAM wildcard resource access,Page 5,0.98,High,Content mapped to PDF section on page 5 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,AWS ECS Task Definition with IAM write permissions,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,AWS ECS cluster not configured with a registered instance,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,AWS ECS cluster not configured with active services,Page 1,0.97,High,Content mapped to PDF section on page 1 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,AWS ECS cluster with container insights feature disabled,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,AWS ECS services have automatic public IP address assignment enabled,Page 4,0.95,High,Content mapped to PDF section on page 4 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,AWS ECS task definition elevated privileges enabled,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,AWS ECS task definition is not configured with read-only access to container root filesystems,Page 4,0.81,High,Content mapped to PDF section on page 4 with confidence 0.81.
mapped_policies_output_hf_lexical.csv,AWS ECS task definition logging configuration disabled,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,AWS EKS K8s service with network path from the internet (0.0.0.0/0),Page 1,0.97,High,Content mapped to PDF section on page 1 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,AWS EKS K8s service with network path from the internet (0.0.0.0/0) on ports 80/443,Page 4,0.93,High,Content mapped to PDF section on page 4 with confidence 0.93.
mapped_policies_output_hf_lexical.csv,AWS EKS K8s service with network path from the untrust internet source on ports with high risk,Page 4,0.82,High,Content mapped to PDF section on page 4 with confidence 0.82.
mapped_policies_output_hf_lexical.csv,AWS EKS cluster control plane assigned multiple security groups,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,AWS EKS cluster does not have secrets encryption enabled,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,AWS EKS cluster endpoint access publicly enabled,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,AWS EKS cluster public endpoint access overly permissive to all traffic,Page 4,0.94,High,Content mapped to PDF section on page 4 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,AWS EKS cluster security group overly permissive to all traffic,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,AWS EKS cluster using the default VPC,Page 3,0.86,High,Content mapped to PDF section on page 3 with confidence 0.86.
mapped_policies_output_hf_lexical.csv,AWS EKS control plane logging disabled,Page 2,0.89,High,Content mapped to PDF section on page 2 with confidence 0.89.
mapped_policies_output_hf_lexical.csv,AWS EKS node group have implicit SSH access from 0.0.0.0/0,Page 2,0.97,High,Content mapped to PDF section on page 2 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,AWS ELB Policy uses some unsecure protocols,Page 3,0.94,High,Content mapped to PDF section on page 3 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,AWS EMR Block public access setting disabled,Page 2,0.95,High,Content mapped to PDF section on page 2 with confidence 0.95.
