Policy Name,Confidence Score
AWS Network Firewall is not configured with logging configuration,74
AWS Network Load Balancer (NLB) is not using the latest predefined security policy,75
AWS Okta User with AWS Organization management permissions,69
AWS Okta User with IAM policy management permissions,70
AWS Okta User with IAM write permissions,68
AWS OpenSearch Fine-grained access control is disabled,70
AWS OpenSearch attached security group overly permissive to all traffic,75
AWS OpenSearch domain does not have the latest service software version,71
AWS OpenSearch node-to-node encryption is disabled,73
AWS Opensearch domain Error logging disabled,72
AWS Opensearch domain audit logging disabled,72
AWS Postgres RDS have Query Logging disabled,68
AWS Private CA root certificate authority is enabled,70
AWS Private ECR repository policy is overly permissive,71
AWS QLDB ledger has deletion protection is disabled,69
AWS RDS Cluster activity streams are not encrypted by Key Management Service (KMS) using Customer Managed Keys (CMKs),72
AWS RDS Cluster snapshot is accessible to public,71
AWS RDS DB cluster encryption is disabled,73
AWS RDS DB cluster is encrypted using default KMS key instead of CMK,69
AWS RDS DB snapshot does not use Customer Managed Keys (CMKs),68
AWS RDS DB snapshot is not encrypted,68
AWS RDS Event subscription All event categories and All instances disabled for DB instance,71
AWS RDS PostgreSQL exposed to local file read vulnerability,67
AWS RDS Postgres Cluster does not have query logging enabled,71
AWS RDS Snapshot with access for unmonitored cloud accounts,84
AWS RDS cluster delete protection is disabled,70
AWS RDS cluster encryption in transit is not configured,73
AWS RDS cluster not configured with IAM authentication,75
AWS RDS database instance encrypted with Customer Managed Key (CMK) is not enabled for regular rotation,72
AWS RDS database instance is publicly accessible,70
AWS RDS database instance not configured with encryption in transit,71
AWS RDS database not encrypted using Customer Managed Key,71
AWS RDS does not use a modern CaCert,67
AWS RDS event subscription disabled for DB security groups,73
AWS RDS instance delete protection is disabled,69
AWS RDS instance is not encrypted,68
AWS RDS instance not configured with IAM authentication,73
AWS RDS instance not in private subnet,64
AWS RDS instance with Multi-Availability Zone disabled,69
AWS RDS instance with copy tags to snapshots disabled,69
AWS RDS instance with network path from the untrust internet source,69
AWS RDS instance without Automatic Backup setting,67
AWS RDS managed ENI reachable from any untrust internet source,71
AWS RDS minor upgrades not enabled,70
AWS RDS retention policy less than 7 days,70
AWS RDS security groups are not defined,76
AWS RDS snapshots are accessible to public,70
AWS Redshift Cluster not encrypted using Customer Managed Key,71
AWS Redshift cluster instance with public access setting enabled,72
AWS Redshift cluster with commonly used master username and public access setting enabled,73
AWS Redshift cluster with network path from the untrust internet source,70
AWS Redshift database does not have audit logging enabled,72
AWS Redshift does not have require_ssl configured,68
AWS Redshift instances are not encrypted,69
AWS Redshift managed ENI reachable from any untrust internet source,70
AWS Role With Administrative Permissions Can Be Assumed By All Users,75
AWS Route53 Domain transfer lock is not enabled,69
AWS Route53 Hosted Zone having dangling DNS record with subdomain takeover risk associated with AWS Elastic Beanstalk Instance,68
AWS Route53 Hosted Zone having dangling DNS record with subdomain takeover risk associated with AWS S3 Bucket,67
AWS Route53 Public Zone with Private Records,66
AWS Route53 public Hosted Zone query logging is not enabled,73
AWS S3 Bucket BlockPublicPolicy is not set to True,70
AWS S3 Bucket Policy allows public access to CloudTrail logs,72
AWS S3 Bucket has an ACL defined which allows public WRITE access,68
AWS S3 Bucket has the block public ACLs disabled,68
AWS S3 Bucket with Data Destruction Permissions is Publicly Accessible Through Resource-Based Policies,70
AWS S3 Buckets Block public access ACL setting disabled,70
AWS S3 Buckets Block public access bucket policy setting disabled,69
AWS S3 Buckets Block public access setting disabled,70
AWS S3 CloudTrail bucket for which access logging is disabled,76
AWS S3 Object Copy not encrypted using Customer Managed Key,71
AWS S3 Object Versioning is disabled,70
AWS S3 access point Block public access setting disabled,71
AWS S3 bucket ACL grants READ permission to everyone,70
AWS S3 bucket IgnorePublicAcls is not set to True,70
AWS S3 bucket Object not encrypted using Customer Managed Key,69
AWS S3 bucket RestrictPublicBucket is not set to True,71
AWS S3 bucket access control lists (ACLs) in use,70
AWS S3 bucket accessible to unmonitored cloud accounts,74
AWS S3 bucket encrypted using Customer Managed Key (CMK) with overly permissive policy,70
AWS S3 bucket encrypted with Customer Managed Key (CMK) is not enabled for regular rotation,71
AWS S3 bucket has global view ACL permissions enabled,67
AWS S3 bucket having ACL write permission to AllUsers or AuthenticatedUsers,66
AWS S3 bucket having policy overly permissive to VPC endpoints,69
AWS S3 bucket is Publicly Accessible Through Resource-Based Policies,69
AWS S3 bucket is not configured with MFA Delete,66
AWS S3 bucket is utilized for AWS Bedrock Custom model training data,73
AWS S3 bucket is utilized for AWS Sagemaker training job data,73
AWS S3 bucket not configured with secure data transport policy,68
AWS S3 bucket policy does not enforce HTTPS request only,69
AWS S3 bucket policy overly permissive to any principal,70
AWS S3 bucket publicly readable,69
AWS S3 bucket publicly writable,68
AWS S3 bucket used for storing AWS Bedrock Custom model training artifacts,74
AWS S3 bucket used for storing AWS Sagemaker training job output,70
AWS S3 bucket with cross-account access,71
AWS S3 buckets are accessible to any authenticated user,71
AWS S3 buckets are accessible to public via ACL,69
AWS S3 buckets do not have server side encryption,72
AWS S3 buckets with configurations set to host websites,70
AWS S3 configuration updates invoked from Kali Linux machine,69
AWS S3 configuration updates invoked from Parrot Security Linux machine,69
AWS S3 configuration updates invoked from Pentoo Linux machine,70
AWS SNS Topic is Publicly Accessible Through Resource-Based Policies,69
AWS SNS Topic not encrypted by Customer Managed Key (CMK),69
AWS SNS topic has SSE disabled,68
AWS SNS topic is exposed to unauthorized access,70
AWS SNS topic policy overly permissive for publishing,74
AWS SNS topic policy overly permissive for subscription,74
AWS SNS topic with cross-account access,71
AWS SQS Queue is Publicly Accessible Through Resource-Based Policies,69
AWS SQS Queue not configured with server side encryption,73
AWS SQS queue access policy is overly permissive,74
AWS SQS queue encryption using default KMS key instead of CMK,74
AWS SSM Parameter is not encrypted,69
AWS SSM documents are public,69
AWS SageMaker Flow Definition does not use KMS for output configurations,72
AWS SageMaker endpoint data encryption at rest not configured with CMK,72
AWS SageMaker model does not use network isolation,71
AWS SageMaker notebook instance IAM policy is overly permissive,70
AWS SageMaker notebook instance IAM policy overly permissive to all traffic,73
AWS SageMaker notebook instance allows for IMDSv1,73
AWS SageMaker notebook instance configured with direct internet access feature,71
AWS SageMaker notebook instance is not placed in VPC,68
AWS SageMaker notebook instance not configured with data encryption at rest using KMS key,69
AWS SageMaker notebook instance not encrypted using Customer Managed Key,71
AWS SageMaker notebook instance with root access enabled,72
AWS Sagemaker data quality job not encrypting communications between instances used for monitoring jobs,72
AWS Sagemaker data quality job not encrypting model artifacts with KMS,69
AWS Sagemaker data quality job not using KMS to encrypt data on attached storage volume,70
AWS Sagemaker domain not encrypted using Customer Managed Key,73
AWS Secret Manager Automatic Key Rotation is not enabled,68
AWS Secret Manager Secret is Publicly Accessible Through Resource-Based Policies,68
AWS Secrets Manager secret configured with automatic rotation not rotated as scheduled,66
AWS Secrets Manager secret not configured to rotate within 90 days,69
AWS Secrets Manager secret not encrypted by Customer Managed Key (CMK),68
AWS Secrets Manager secret not used for more than 90 days,69
AWS Security Group Rules modified - Catalyst,76
AWS Security Group allows all ingress traffic on CIFS port (445),73
AWS Security Group allows all traffic on RDP port (3389),72
AWS Security Group allows all traffic on SSH port (22),72
AWS Security Group allows all traffic on all ports,73
AWS Security Group allows unrestricted egress traffic,76
AWS Security Hub is not enabled,76
AWS Step Function state machines logging disabled,72
AWS Systems Manager EC2 instance having NON_COMPLIANT patch compliance status,70
AWS Terraform sends SSM secrets to untrusted domains over HTTP,66
AWS Transfer Server is publicly exposed,67
AWS Transfer Server not using latest Security Policy,73
AWS Transit Gateway auto accept vpc attachment is enabled,69
AWS Users and Machine Identities with Administrative Permissions,74
AWS Users and Machine Identities with Excessive Policies,75
AWS Users and Machine Identities with IAM Data Read permissions are unused for 90 days,73
AWS Users and Machine Identities with IAM Data Write permissions are unused for 90 days,73
AWS Users and Machine Identities with IAM Metadata Read permissions are unused for 90 days,74
AWS Users and Machine Identities with IAM Metadata Write permissions are unused for 90 days,74
AWS VPC Flow Logs not enabled,73
AWS VPC allows unauthorized peering,71
